"","gender","race_ethnicity","parent_edulevel","lunch","test_preparation_course","subject","score"
"1307","male","group E","some college","standard","completed","reading",87
"1308","male","group C","some high school","standard","none","reading",52
"1309","female","group B","associate's degree","free/reduced","none","reading",71
"1310","female","group D","high school","free/reduced","none","reading",57
"1311","female","group B","associate's degree","standard","none","reading",76
"1312","male","group B","bachelor's degree","standard","none","reading",60
"1313","male","group D","bachelor's degree","standard","completed","reading",61
"1314","female","group C","associate's degree","free/reduced","completed","reading",67
"1315","female","group C","bachelor's degree","standard","completed","reading",64
"1316","male","group C","high school","standard","none","reading",66
"1317","female","group D","master's degree","standard","completed","reading",82
"1318","male","group C","associate's degree","standard","none","reading",72
"1319","male","group B","bachelor's degree","standard","none","reading",71
"1320","female","group D","associate's degree","free/reduced","none","reading",65
"1321","female","group C","high school","free/reduced","completed","reading",79
"1322","female","group E","high school","standard","none","reading",86
"1323","female","group C","some college","standard","none","reading",81
"1324","female","group C","some high school","free/reduced","none","reading",53
"1325","female","group C","high school","free/reduced","none","reading",46
